trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
lower_town_edt_T35,17:37:00,17:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T35,17:44:00,17:44:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T36,17:45:00,17:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T36,17:52:00,17:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T36,17:59:00,17:59:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T37,18:00:00,18:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T37,18:07:00,18:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T37,18:14:00,18:14:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T38,18:15:00,18:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T38,18:22:00,18:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T38,18:29:00,18:29:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T39,18:30:00,18:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T39,18:37:00,18:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T39,18:44:00,18:44:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T40,18:45:00,18:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T40,18:52:00,18:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T40,18:59:00,18:59:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T41,19:00:00,19:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T41,19:07:00,19:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T41,19:14:00,19:14:00,1,3,,,,,,5.93838209931493,1
