shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
BA,37.663527,-112.159542,603,22.724
BA,37.664381,-112.159207,604,22.823
BA,37.665337,-112.158851,605,22.934
BA,37.666302,-112.158488,606,23.046
BA,37.666976,-112.158263,607,23.124
BA,37.667386,-112.158129,608,23.171
BA,37.667467,-112.158054,609,23.182
BA,37.667542,-112.158018,610,23.191
BA,37.667615,-112.157993,611,23.199
BA,37.667702,-112.157963,612,23.209
BA,37.667767,-112.157956,613,23.216
BA,37.667846,-112.157952,614,23.225
BA,37.667951,-112.157972,615,23.237
BA,37.668308,-112.15788,616,23.278
BA,37.669255,-112.157636,617,23.385
BA,37.669933,-112.157432,618,23.463
BA,37.670583,-112.157233,619,23.537
BA,37.67065,-112.157176,620,23.546
BA,37.670682,-112.157111,621,23.553
BA,37.670691,-112.157057,622,23.557
BA,37.670729,-112.15702,623,23.563
BA,37.670807,-112.156992,624,23.572
BA,37.670916,-112.156964,625,23.584
BA,37.638267,-112.170863,626,23.597
