shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
lowertown,39.3141,-77.75597,391,5.38372582055535
lowertown,39.31401,-77.75621,392,5.40670952701415
lowertown,39.31399,-77.75627,393,5.41234034414308
lowertown,39.31391,-77.75664,394,5.44546299969159
lowertown,39.31389,-77.75706,395,5.4817527771041
lowertown,39.3139,-77.75711,396,5.48620552162518
lowertown,39.31393,-77.75731,397,5.50377261395883
lowertown,39.31394,-77.75734,398,5.50658802471537
lowertown,39.31395,-77.75742,399,5.51357616200806
lowertown,39.31404,-77.75774,400,5.54292682502802
lowertown,39.31405,-77.75775,401,5.54433265148168
lowertown,39.31406,-77.75777,402,5.54638390974757
lowertown,39.31417,-77.75796,403,5.56682021672835
lowertown,39.31419,-77.758,404,5.5709227281279
lowertown,39.3143,-77.75813,405,5.58750097947531
lowertown,39.31436,-77.75821,406,5.59709127340411
lowertown,39.31454,-77.75839,407,5.62239609578009
lowertown,39.31455,-77.7584,408,5.62380191854278
lowertown,39.31458,-77.75842,409,5.62755268308191
lowertown,39.31468,-77.7585,410,5.64062395977586
lowertown,39.31471,-77.75852,411,5.64437472291158
lowertown,39.31473,-77.75853,412,5.64675675264021
lowertown,39.31482,-77.75858,413,5.6576394290858
lowertown,39.31488,-77.7586,414,5.6645204026804
lowertown,39.3149,-77.75862,415,5.66733204311748
lowertown,39.31494,-77.75863,416,5.67185586774148
lowertown,39.31506,-77.75867,417,5.68561781341995
lowertown,39.31516,-77.7587,418,5.69701743947089
lowertown,39.31525,-77.7587,419,5.70700937473761
lowertown,39.31536,-77.7587,420,5.71922174027397
lowertown,39.31541,-77.7587,421,5.72477281559409
lowertown,39.31545,-77.75869,422,5.72929663940715
lowertown,39.31558,-77.75867,423,5.74383213268275
lowertown,39.3156,-77.75866,424,5.74621415885524
lowertown,39.31574,-77.75861,425,5.76234421244108
lowertown,39.31576,-77.7586,426,5.76472623795986
lowertown,39.31578,-77.75859,427,5.76710826339516
lowertown,39.31588,-77.75853,428,5.7793570252374
lowertown,39.31592,-77.75851,429,5.78412107504712
lowertown,39.31594,-77.75849,430,5.78693270013213
lowertown,39.31602,-77.75844,431,5.79680580646067
lowertown,39.31607,-77.75839,432,5.80383486492875
lowertown,39.31609,-77.75837,433,5.80664648780059
lowertown,39.31612,-77.75834,434,5.81086392155241
lowertown,39.31621,-77.75824,435,5.82406283909455
lowertown,39.31623,-77.75822,436,5.82687445989967
lowertown,39.3164,-77.75798,437,5.85488516276087
lowertown,39.31646,-77.7579,438,5.8644753099827
lowertown,39.31641,-77.75785,439,5.87150435405885
lowertown,39.31628,-77.75769,440,5.89147179250338
lowertown,39.31638,-77.7576,441,5.90501798491414
lowertown,39.31642,-77.75754,442,5.91183672461275
lowertown,39.31645,-77.75748,443,5.91799035273671
lowertown,39.31646,-77.75743,444,5.92244294519814
lowertown,39.31647,-77.7574,445,5.92525827051625
lowertown,39.31647,-77.75736,446,5.92870783802494
lowertown,39.31647,-77.75732,447,5.93215740553362
lowertown,39.31646,-77.75729,448,5.93497273085315
lowertown,39.31644,-77.75726,449,5.93838209931493
